player_id,player_name,season,overall_pick,organization,organization_type,height_wo_shoes,weight,wingspan,bmi,total_pts,total_games_with_points,pts_per_game,total_assists,total_games_with_assists,assists_per_game,total_rebounds,total_games_with_rebounds,rebounds_per_game
192,Dennis Scott,1990,4,Georgia Tech,College/University,,,,,2180.0,214.0,10.186915887850468,372.0,167.0,2.2275449101796405,595.0,201.0,2.9601990049751246
383,Kendall Gill,1990,5,Illinois,College/University,,,,,5810.0,473.0,12.283298097251585,1179.0,411.0,2.8686131386861313,2000.0,465.0,4.301075268817204
280,Felton Spencer,1990,6,Louisville,College/University,,,,,633.0,147.0,4.3061224489795915,45.0,42.0,1.0714285714285714,743.0,185.0,4.0162162162162165
1489,Lionel Simmons,1990,7,La Salle,College/University,,,,,118.0,25.0,4.72,51.0,24.0,2.125,95.0,32.0,2.96875
77260,Bo Kimble,1990,8,Loyola-Marymount,College/University,,,,,,,,,,,,,
416,Willie Burton,1990,9,Minnesota,College/University,,,,,151.0,26.0,5.8076923076923075,8.0,8.0,1.0,48.0,25.0,1.92
716,Rumeal Robinson,1990,10,Michigan,College/University,,,,,151.0,35.0,4.314285714285714,63.0,33.0,1.9090909090909092,41.0,28.0,1.4642857142857142
238,Tyrone Hill,1990,11,Xavier,College/University,,,,,3668.0,373.0,9.83378016085791,353.0,221.0,1.5972850678733033,3435.0,386.0,8.898963730569948
77251,Alec Kessler,1990,12,Georgia,College/University,,,,,,,,,,,,,
919,Loy Vaught,1990,13,Michigan,College/University,,,,,1599.0,155.0,10.316129032258065,144.0,91.0,1.5824175824175823,1206.0,186.0,6.483870967741935
77496,Travis Mays,1990,14,Texas,College/University,,,,,,,,,,,,,
77114,Dave Jamerson,1990,15,Ohio,College/University,,,,,,,,,,,,,
371,Terry Mills,1990,16,Michigan,College/University,,,,,1558.0,182.0,8.56043956043956,216.0,120.0,1.8,873.0,192.0,4.546875
1054,Jerrod Mustaf,1990,17,Maryland,College/University,,,,,,,,,,,,,
190,Duane Causwell,1990,18,Temple,College/University,,,,,367.0,98.0,3.7448979591836733,30.0,25.0,1.2,353.0,115.0,3.0695652173913044
244,Dee Brown,1990,19,Jacksonville,College/University,,,,,1546.0,160.0,9.6625,426.0,145.0,2.9379310344827587,339.0,146.0,2.3219178082191783
76821,Gerald Glass,1990,20,Mississippi,College/University,,,,,,,,,,,,,
420,Jayson Williams,1990,21,St. John's (NY),College/University,,,,,1535.0,125.0,12.28,135.0,83.0,1.6265060240963856,1714.0,127.0,13.496062992125983
76801,Tate George,1990,22,Connecticut,College/University,,,,,,,,,,,,,
41,Anthony Bonner,1990,23,Saint Louis,College/University,,,,,,,,,,,12.0,2.0,6.0
368,Dwayne Schintzius,1990,24,Florida,College/University,,,,,40.0,10.0,4.0,12.0,10.0,1.2,37.0,17.0,2.176470588235294
76001,Alaa Abdelnaby,1990,25,Duke,College/University,,,,,,,,,,,,,
76183,Lance Blanks,1990,26,Texas,College/University,,,,,,,,,,,,,
922,Elden Campbell,1990,27,Clemson,College/University,,,,,6147.0,545.0,11.278899082568808,674.0,373.0,1.806970509383378,3467.0,551.0,6.292196007259528
913,Larry Johnson,1991,1,Nevada-Las Vegas,College/University,,,,,4012.0,322.0,12.459627329192546,701.0,280.0,2.5035714285714286,1797.0,318.0,5.650943396226415
72,Kenny Anderson,1991,2,Georgia Tech,College/University,,,,,4706.0,420.0,11.204761904761904,2103.0,426.0,4.936619718309859,1266.0,395.0,3.2050632911392407
182,Billy Owens,1991,3,Syracuse,College/University,,,,,2015.0,225.0,8.955555555555556,538.0,211.0,2.5497630331753554,1400.0,236.0,5.932203389830509
87,Dikembe Mutombo,1991,4,Georgetown,College/University,,,,,6464.0,702.0,9.207977207977208,565.0,355.0,1.591549295774648,7334.0,769.0,9.537061118335501
120,Steven Smith,1991,5,Michigan State,College/University,,,,,7530.0,534.0,14.101123595505618,1366.0,446.0,3.062780269058296,1615.0,496.0,3.256048387096774
475,Doug Smith,1991,6,Missouri,College/University,,,,,,,,,,,,,
26,Luc Longley,1991,7,New Mexico,College/University,,,,,2070.0,242.0,8.553719008264462,463.0,193.0,2.3989637305699483,1319.0,257.0,5.132295719844358
1855,Mark Macon,1991,8,Temple,College/University,,,,,9.0,2.0,4.5,4.0,3.0,1.3333333333333333,5.0,2.0,2.5
278,Stacey Augmon,1991,9,Nevada-Las Vegas,College/University,,,,,2534.0,473.0,5.357293868921776,607.0,328.0,1.850609756097561,1363.0,456.0,2.9890350877192984
183,Bison Dele,1991,10,Arizona,College/University,,,,,1852.0,144.0,12.86111111111111,171.0,96.0,1.78125,1021.0,141.0,7.24113475177305
210,Terrell Brandon,1991,11,Oregon,College/University,,,,,5263.0,316.0,16.65506329113924,2453.0,315.0,7.787301587301587,1150.0,304.0,3.7828947368421053
21,Greg Anthony,1991,12,Nevada-Las Vegas,College/University,,,,,2421.0,324.0,7.472222222222222,1178.0,323.0,3.6470588235294117,632.0,280.0,2.257142857142857
905,Dale Davis,1991,13,Clemson,College/University,,,,,4978.0,618.0,8.055016181229773,596.0,360.0,1.6555555555555554,5073.0,671.0,7.560357675111773
1101,Rich King,1991,14,Nebraska,College/University,,,,,,,,,,,,,
138,Anthony Avent,1991,15,Seton Hall,College/University,,,,,81.0,20.0,4.05,11.0,9.0,1.2222222222222223,72.0,29.0,2.4827586206896552
423,Chris Gatling,1991,16,Old Dominion,College/University,,,,,3560.0,296.0,12.027027027027026,232.0,158.0,1.4683544303797469,1751.0,310.0,5.648387096774194
2349,Victor Alexander,1991,17,Iowa State,College/University,,,,,40.0,9.0,4.444444444444445,6.0,4.0,1.5,29.0,12.0,2.4166666666666665
76265,Kevin Brooks,1991,18,Louisiana-Lafayette,College/University,,,,,,,,,,,,,
78194,Labradford Smith,1991,19,Louisville,College/University,,,,,,,,,,,,,
1819,John Turner,1991,20,Phillips,College/University,,,,,,,,,,,,,
785,Eric Murdock,1991,21,Providence,College/University,,,,,806.0,117.0,6.888888888888889,359.0,117.0,3.0683760683760686,245.0,108.0,2.2685185185185186
1034,LeRon Ellis,1991,22,Syracuse,College/University,,,,,,,,,,,,,
914,Stanley Roberts,1991,23,Louisiana State,College/University,,,,,567.0,80.0,7.0875,35.0,24.0,1.4583333333333333,428.0,87.0,4.919540229885057
296,Rick Fox,1991,24,North Carolina,College/University,,,,,5146.0,516.0,9.972868217054264,1622.0,496.0,3.2701612903225805,2126.0,518.0,4.104247104247104
83585,Shaun Vandiver,1991,25,Colorado,College/University,,,,,,,,,,,,,
1821,Mark Randall,1991,26,Kansas,College/University,,,,,,,,,,,,,
432,Pete Chilcutt,1991,27,North Carolina,College/University,,,,,761.0,153.0,4.973856209150327,184.0,115.0,1.6,617.0,183.0,3.371584699453552
406,Shaquille O'Neal,1992,1,Louisiana State,College/University,,,,,20840.0,915.0,22.775956284153004,2315.0,795.0,2.911949685534591,9560.0,914.0,10.459518599562363
297,Alonzo Mourning,1992,2,Georgetown,College/University,,,,,7698.0,522.0,14.74712643678161,474.0,282.0,1.6808510638297873,4032.0,528.0,7.636363636363637
363,Christian Laettner,1992,3,Duke,College/University,,,,,5481.0,494.0,11.095141700404858,1148.0,432.0,2.6574074074074074,3038.0,500.0,6.076
754,Jim Jackson,1992,4,Ohio State,College/University,,,,,7308.0,583.0,12.53516295025729,1746.0,549.0,3.180327868852459,2816.0,590.0,4.772881355932204
111,LaPhonso Ellis,1992,5,Notre Dame,College/University,,,,,4080.0,344.0,11.86046511627907,534.0,254.0,2.1023622047244093,2034.0,355.0,5.729577464788733
339,Tom Gugliotta,1992,6,North Carolina State,College/University,,,,,4619.0,364.0,12.68956043956044,930.0,310.0,3.0,2515.0,381.0,6.601049868766404
1005,Walt Williams,1992,7,Maryland,College/University,,,,,4265.0,388.0,10.992268041237113,733.0,318.0,2.3050314465408803,1530.0,394.0,3.883248730964467
103,Todd Day,1992,8,Arkansas,College/University,,,,,1560.0,137.0,11.386861313868613,199.0,106.0,1.8773584905660377,461.0,135.0,3.414814814814815
221,Clar. Weatherspoon,1992,9,Southern Mississippi,College/University,,,,,4564.0,510.0,8.949019607843137,579.0,331.0,1.7492447129909365,3733.0,534.0,6.99063670411985
228,Adam Keefe,1992,10,Stanford,College/University,,,,,1184.0,218.0,5.431192660550459,196.0,124.0,1.5806451612903225,1047.0,263.0,3.9809885931558937
109,Robert Horry,1992,11,Alabama,College/University,,,,,4827.0,726.0,6.648760330578512,1488.0,634.0,2.3470031545741326,3890.0,802.0,4.850374064837905
114,Harold Miner,1992,12,Southern California,College/University,,,,,,,,,,,,,
179,Bryant Stith,1992,13,Virginia,College/University,,,,,2320.0,232.0,10.0,469.0,209.0,2.2440191387559807,736.0,227.0,3.2422907488986783
907,Malik Sealy,1992,14,St. John's (NY),College/University,,,,,2660.0,245.0,10.857142857142858,476.0,203.0,2.3448275862068964,836.0,233.0,3.587982832618026
324,Anthony Peeler,1992,15,Missouri,College/University,,,,,4959.0,509.0,9.7426326129666,1339.0,469.0,2.85501066098081,1486.0,484.0,3.0702479338842976
1010,Randy Woods,1992,16,La Salle,College/University,,,,,,,,,,,,,
57,Doug Christie,1992,17,Pepperdine,College/University,,,,,7580.0,626.0,12.108626198083067,2532.0,623.0,4.064205457463885,2816.0,626.0,4.498402555910543
145,Tracy Murray,1992,18,California-Los Angeles,College/University,,,,,3246.0,321.0,10.11214953271028,285.0,188.0,1.5159574468085106,923.0,304.0,3.036184210526316
931,Don MacLean,1992,19,California-Los Angeles,College/University,,,,,572.0,58.0,9.862068965517242,59.0,36.0,1.6388888888888888,215.0,65.0,3.3076923076923075
93,Hubert Davis,1992,20,North Carolina,College/University,,,,,2812.0,313.0,8.984025559105431,605.0,259.0,2.335907335907336,721.0,305.0,2.363934426229508
468,Jon Barry,1992,21,Georgia Tech,College/University,,,,,3413.0,476.0,7.170168067226891,1252.0,465.0,2.69247311827957,1154.0,450.0,2.5644444444444443
932,Oliver Miller,1992,22,Arkansas,College/University,,,,,1022.0,167.0,6.119760479041916,350.0,141.0,2.482269503546099,996.0,191.0,5.214659685863874
195,Lee Mayberry,1992,23,Arkansas,College/University,,,,,647.0,122.0,5.30327868852459,612.0,144.0,4.25,221.0,114.0,1.9385964912280702
84,Latrell Sprewell,1992,24,Alabama,College/University,,,,,10384.0,575.0,18.05913043478261,2244.0,560.0,4.007142857142857,2317.0,552.0,4.197463768115942
771,Elmore Spencer,1992,25,Nevada-Las Vegas,College/University,,,,,,,,,,,,,
77138,Dave Johnson,1992,26,Syracuse,College/University,,,,,,,,,,,,,
780,Byron Houston,1992,27,Oklahoma State,College/University,,,,,,,,,,,,,
185,Chris Webber,1993,1,Michigan,College/University,,,,,13817.0,665.0,20.777443609022555,2785.0,644.0,4.324534161490683,6493.0,664.0,9.778614457831326
762,Shawn Bradley,1993,2,Brigham Young,College/University,,,,,4087.0,498.0,8.206827309236948,324.0,229.0,1.4148471615720524,3356.0,543.0,6.180478821362799
358,Anfernee Hardaway,1993,3,Memphis,College/University,,,,,5750.0,419.0,13.723150357995227,1752.0,419.0,4.181384248210024,1930.0,426.0,4.530516431924883
469,Jamal Mashburn,1993,4,Kentucky,College/University,,,,,7332.0,417.0,17.58273381294964,1684.0,402.0,4.189054726368159,2385.0,414.0,5.760869565217392
375,Isaiah Rider,1993,5,Nevada-Las Vegas,College/University,,,,,4782.0,300.0,15.94,827.0,276.0,2.996376811594203,1184.0,287.0,4.125435540069686
384,Calbert Cheaney,1993,6,Indiana,College/University,,,,,4248.0,484.0,8.776859504132231,831.0,406.0,2.0467980295566504,1643.0,492.0,3.339430894308943
310,Bobby Hurley,1993,7,Duke,College/University,,,,,301.0,65.0,4.630769230769231,279.0,73.0,3.8219178082191783,77.0,47.0,1.6382978723404256
452,Vin Baker,1993,8,Hartford,College/University,,,,,6908.0,466.0,14.82403433476395,760.0,362.0,2.0994475138121547,3262.0,469.0,6.955223880597015
915,Rodney Rogers,1993,9,Wake Forest,College/University,,,,,6507.0,584.0,11.142123287671232,1182.0,485.0,2.4371134020618554,2796.0,578.0,4.837370242214533
283,Lindsey Hunter,1993,10,Jackson State,College/University,,,,,5806.0,626.0,9.274760383386582,1699.0,605.0,2.8082644628099174,1529.0,584.0,2.618150684931507
275,Allan Houston,1993,11,Tennessee,College/University,,,,,10503.0,568.0,18.491197183098592,1410.0,516.0,2.7325581395348837,1761.0,535.0,3.291588785046729
248,George Lynch,1993,12,North Carolina,College/University,,,,,3459.0,469.0,7.3752665245202556,840.0,384.0,2.1875,2849.0,506.0,5.630434782608695
143,Terry Dehere,1993,13,Seton Hall,College/University,,,,,980.0,138.0,7.101449275362318,345.0,122.0,2.8278688524590163,212.0,117.0,1.811965811965812
321,Scott Haskin,1993,14,Oregon State,College/University,,,,,,,,,,,,,
346,Doug Edwards,1993,15,Florida State,College/University,,,,,,,,,,,,,
777,Rex Walters,1993,16,Kansas,College/University,,,,,623.0,110.0,5.663636363636364,244.0,97.0,2.515463917525773,193.0,92.0,2.097826086956522
37,Greg Graham,1993,17,Indiana,College/University,,,,,113.0,24.0,4.708333333333333,19.0,13.0,1.4615384615384615,19.0,14.0,1.3571428571428572
1007,Luther Wright,1993,18,Seton Hall,College/University,,,,,,,,,,,,,
768,Acie Earl,1993,19,Iowa,College/University,,,,,181.0,37.0,4.891891891891892,17.0,13.0,1.3076923076923077,89.0,32.0,2.78125
197,Scott Burrell,1993,20,Connecticut,College/University,,,,,1307.0,206.0,6.344660194174757,243.0,142.0,1.7112676056338028,705.0,202.0,3.49009900990099
381,James Robinson,1993,21,Alabama,College/University,,,,,1177.0,124.0,9.491935483870968,291.0,113.0,2.575221238938053,264.0,123.0,2.1463414634146343
168,Chris Mills,1993,22,Arizona,College/University,,,,,2996.0,278.0,10.776978417266188,520.0,230.0,2.260869565217391,1440.0,280.0,5.142857142857143
911,Ervin Johnson,1993,23,New Orleans,College/University,,,,,2595.0,485.0,5.350515463917525,313.0,226.0,1.3849557522123894,4175.0,601.0,6.94675540765391
208,Sam Cassell,1993,24,Florida State,College/University,,,,,12695.0,732.0,17.342896174863387,4748.0,726.0,6.539944903581267,2534.0,706.0,3.5892351274787537
916,Corie Blount,1993,25,Cincinnati,College/University,,,,,1499.0,321.0,4.669781931464175,269.0,183.0,1.469945355191257,1929.0,385.0,5.01038961038961
903,Geert Hammink,1993,26,Louisiana State,College/University,,,,,,,,,,,,,
1635,Malcolm Mackey,1993,27,Georgia Tech,College/University,,,,,,,,,,,,,
299,Glenn Robinson,1994,1,Purdue,College/University,,,,,10204.0,504.0,20.246031746031747,1329.0,454.0,2.9273127753303965,3002.0,502.0,5.9800796812749
467,Jason Kidd,1994,2,California,College/University,,,,,14368.0,1099.0,13.073703366696996,10100.0,1129.0,8.945969884853852,7239.0,1120.0,6.463392857142857
255,Grant Hill,1994,3,Duke,College/University,,,,,12910.0,774.0,16.679586563307492,3064.0,730.0,4.197260273972603,4564.0,770.0,5.927272727272728
923,Donyell Marshall,1994,4,Connecticut,College/University,,,,,8415.0,700.0,12.021428571428572,1002.0,498.0,2.0120481927710845,5119.0,716.0,7.149441340782123
436,Juwan Howard,1994,5,Michigan,College/University,,,,,12195.0,897.0,13.595317725752508,1988.0,742.0,2.6792452830188678,5783.0,943.0,6.132555673382821
412,Sharone Wright,1994,6,Clemson,College/University,,,,,365.0,47.0,7.76595744680851,27.0,21.0,1.2857142857142858,176.0,54.0,3.259259259259259
441,Lamond Murray,1994,7,California,College/University,,,,,5623.0,474.0,11.862869198312236,641.0,317.0,2.0220820189274447,2127.0,471.0,4.515923566878981
258,Brian Grant,1994,8,Xavier,College/University,,,,,5406.0,528.0,10.238636363636363,644.0,368.0,1.75,4264.0,552.0,7.72463768115942
376,Eric Montross,1994,9,North Carolina,College/University,,,,,766.0,188.0,4.074468085106383,116.0,88.0,1.3181818181818181,1143.0,254.0,4.5
224,Eddie Jones,1994,10,Temple,College/University,,,,,11754.0,759.0,15.486166007905139,2307.0,709.0,3.2538787023977433,3239.0,754.0,4.295755968169761
435,Carlos Rogers,1994,11,Tennessee State,College/University,,,,,1170.0,144.0,8.125,97.0,71.0,1.3661971830985915,721.0,149.0,4.8389261744966445
234,Khalid Reeves,1994,12,Arizona,College/University,,,,,1136.0,126.0,9.015873015873016,407.0,124.0,3.282258064516129,271.0,113.0,2.398230088495575
147,Jalen Rose,1994,13,Michigan,College/University,,,,,10750.0,691.0,15.557163531114327,2429.0,628.0,3.8678343949044587,2491.0,654.0,3.808868501529052
212,Yinka Dare,1994,14,George Washington,College/University,,,,,60.0,24.0,2.5,3.0,3.0,1.0,88.0,31.0,2.838709677419355
15,Eric Piatkowski,1994,15,Nebraska,College/University,,,,,4539.0,498.0,9.114457831325302,587.0,338.0,1.7366863905325445,1339.0,467.0,2.867237687366167
32,Clifford Rozier,1994,16,Louisville,College/University,,,,,182.0,33.0,5.515151515151516,27.0,19.0,1.4210526315789473,214.0,38.0,5.631578947368421
243,Aaron McKie,1994,17,Temple,College/University,,,,,4584.0,526.0,8.714828897338403,1739.0,543.0,3.2025782688766116,2074.0,579.0,3.5820379965457687
211,Eric Mobley,1994,18,Pittsburgh,College/University,,,,,58.0,18.0,3.2222222222222223,9.0,8.0,1.125,52.0,19.0,2.736842105263158
434,Tony Dumas,1994,19,Missouri-Kansas City,College/University,,,,,100.0,18.0,5.555555555555555,28.0,14.0,2.0,21.0,13.0,1.6153846153846154
189,B.J. Tyler,1994,20,Texas,College/University,,,,,,,,,,,,,
54,Dickey Simpkins,1994,21,Providence,College/University,,,,,859.0,147.0,5.843537414965986,192.0,118.0,1.6271186440677967,777.0,167.0,4.652694610778443
223,Bill Curley,1994,22,Boston College,College/University,,,,,217.0,54.0,4.018518518518518,29.0,22.0,1.3181818181818181,144.0,58.0,2.4827586206896552
445,Wesley Person,1994,23,Auburn,College/University,,,,,5581.0,473.0,11.799154334038056,883.0,403.0,2.1910669975186106,1689.0,453.0,3.728476821192053
42,Monty Williams,1994,24,Notre Dame,College/University,,,,,2330.0,316.0,7.3734177215189876,419.0,218.0,1.9220183486238531,1010.0,314.0,3.21656050955414
65,Greg Minor,1994,25,Louisville,College/University,,,,,649.0,102.0,6.362745098039215,151.0,85.0,1.776470588235294,305.0,99.0,3.080808080808081
369,Charlie Ward,1994,26,Florida State,College/University,,,,,3391.0,462.0,7.33982683982684,2257.0,505.0,4.46930693069307,1423.0,480.0,2.964583333333333
240,Brooks Thompson,1994,27,Oklahoma State,College/University,,,,,437.0,56.0,7.803571428571429,194.0,60.0,3.2333333333333334,96.0,47.0,2.0425531914893615
693,Joe Smith,1995,1,Maryland,College/University,,,,,8834.0,804.0,10.987562189054726,810.0,475.0,1.7052631578947368,5290.0,827.0,6.396614268440145
686,Antonio McDyess,1995,2,Alabama,College/University,,,,,10453.0,860.0,12.154651162790698,1137.0,613.0,1.8548123980424143,6672.0,891.0,7.488215488215488
711,Jerry Stackhouse,1995,3,North Carolina,College/University,,,,,13449.0,774.0,17.375968992248062,2644.0,719.0,3.677329624478442,2538.0,735.0,3.453061224489796
739,Rasheed Wallace,1995,4,North Carolina,College/University,,,,,14700.0,1007.0,14.597815292949354,1829.0,807.0,2.2664188351920695,6834.0,1009.0,6.773042616451932
708,Kevin Garnett,1995,5,Farragut Career Academy,High School,,,,,23727.0,1282.0,18.50780031201248,4972.0,1219.0,4.078753076292043,13406.0,1293.0,10.368136117556071
735,Bryant Reeves,1995,6,Oklahoma State,College/University,,,,,3410.0,279.0,12.222222222222221,447.0,208.0,2.1490384615384617,1902.0,277.0,6.866425992779783
757,Damon Stoudamire,1995,7,Arizona,College/University,,,,,9658.0,718.0,13.45125348189415,4288.0,726.0,5.90633608815427,2535.0,689.0,3.6792452830188678
704,Shawn Respert,1995,8,Michigan State,College/University,,,,,511.0,74.0,6.905405405405405,104.0,57.0,1.8245614035087718,147.0,67.0,2.1940298507462686
709,Ed O'Bannon,1995,9,California-Los Angeles,College/University,,,,,197.0,40.0,4.925,36.0,27.0,1.3333333333333333,134.0,40.0,3.35
703,Kurt Thomas,1995,10,Texas Christian,College/University,,,,,7725.0,870.0,8.879310344827585,1074.0,576.0,1.8645833333333333,6428.0,923.0,6.964247020585049
718,Gary Trent,1995,11,Ohio,College/University,,,,,3328.0,363.0,9.168044077134986,405.0,230.0,1.7608695652173914,1771.0,369.0,4.799457994579946
685,Cherokee Parks,1995,12,Duke,College/University,,,,,1590.0,275.0,5.781818181818182,206.0,154.0,1.3376623376623376,1328.0,309.0,4.297734627831715
722,Corliss Williamson,1995,13,Arkansas,College/University,,,,,8071.0,689.0,11.714078374455733,882.0,452.0,1.9513274336283186,2805.0,684.0,4.100877192982456
677,Eric Williams,1995,14,Providence,College/University,,,,,4322.0,467.0,9.254817987152034,761.0,363.0,2.0964187327823693,1657.0,463.0,3.5788336933045355
699,Brent Barry,1995,15,Oregon State,College/University,,,,,7106.0,724.0,9.814917127071823,2470.0,710.0,3.4788732394366195,2431.0,696.0,3.492816091954023
673,Alan Henderson,1995,16,Indiana,College/University,,,,,4126.0,462.0,8.930735930735931,317.0,219.0,1.447488584474886,2590.0,499.0,5.190380761523046
682,Bob Sura,1995,17,Florida State,College/University,,,,,4517.0,461.0,9.79826464208243,1970.0,474.0,4.156118143459915,1824.0,460.0,3.965217391304348
689,Theo Ratliff,1995,18,Wyoming,College/University,,,,,4866.0,590.0,8.247457627118644,413.0,289.0,1.4290657439446366,3861.0,632.0,6.109177215189874
719,Randolph Childress,1995,19,Wake Forest,College/University,,,,,29.0,7.0,4.142857142857143,15.0,10.0,1.5,5.0,3.0,1.6666666666666667
679,Jason Caffey,1995,20,Alabama,College/University,,,,,2987.0,344.0,8.68313953488372,387.0,219.0,1.7671232876712328,1842.0,370.0,4.978378378378379
714,Michael Finley,1995,21,Wisconsin,College/University,,,,,15110.0,954.0,15.838574423480084,2742.0,851.0,3.2220916568742655,4215.0,949.0,4.441517386722866
678,George Zidek,1995,22,California-Los Angeles,College/University,,,,,158.0,31.0,5.096774193548387,15.0,10.0,1.5,89.0,39.0,2.282051282051282
696,Travis Best,1995,23,Georgia Tech,College/University,,,,,4704.0,563.0,8.355239786856128,2139.0,544.0,3.931985294117647,1123.0,478.0,2.3493723849372383
684,Loren Meyer,1995,24,Iowa State,College/University,,,,,224.0,42.0,5.333333333333333,17.0,16.0,1.0625,137.0,46.0,2.9782608695652173
710,David Vaughn,1995,25,Memphis,College/University,,,,,241.0,54.0,4.462962962962963,26.0,21.0,1.2380952380952381,245.0,60.0,4.083333333333333
726,Sherell Ford,1995,26,Illinois-Chicago,College/University,,,,,,,,,,,,,
712,Mario Bennett,1995,27,Arizona State,College/University,,,,,170.0,32.0,5.3125,16.0,10.0,1.6,119.0,33.0,3.606060606060606
731,Greg Ostertag,1995,28,Kansas,College/University,,,,,3123.0,547.0,5.709323583180987,401.0,267.0,1.5018726591760299,3756.0,635.0,5.91496062992126
724,Cory Alexander,1995,29,Virginia,College/University,,,,,1385.0,170.0,8.147058823529411,661.0,184.0,3.592391304347826,403.0,159.0,2.5345911949685536
947,Allen Iverson,1996,1,Georgetown,College/University,,,,,23169.0,860.0,26.940697674418605,5324.0,854.0,6.234192037470726,3218.0,825.0,3.9006060606060604
948,Marcus Camby,1996,2,Massachusetts,College/University,,,,,8587.0,858.0,10.008158508158509,1696.0,675.0,2.5125925925925925,8869.0,894.0,9.920581655480984
949,Shareef Abdur-Rahim,1996,3,California,College/University,,,,,13429.0,734.0,18.295640326975477,1856.0,649.0,2.859784283513097,5622.0,734.0,7.659400544959128
950,Stephon Marbury,1996,4,Georgia Tech,College/University,,,,,14585.0,762.0,19.14041994750656,5774.0,764.0,7.557591623036649,2288.0,715.0,3.2
951,Ray Allen,1996,5,Connecticut,College/University,,,,,23537.0,1248.0,18.859775641025642,4200.0,1173.0,3.580562659846547,5071.0,1212.0,4.183993399339934
952,Antoine Walker,1996,6,Kentucky,College/University,,,,,13855.0,794.0,17.44962216624685,2773.0,734.0,3.7779291553133514,6182.0,803.0,7.698630136986301
953,Lorenzen Wright,1996,7,Memphis,College/University,,,,,5499.0,628.0,8.756369426751592,547.0,341.0,1.6041055718475072,4401.0,657.0,6.698630136986301
954,Kerry Kittles,1996,8,Villanova,College/University,,,,,6635.0,473.0,14.027484143763214,1212.0,428.0,2.8317757009345796,1844.0,463.0,3.9827213822894167
955,Samaki Walker,1996,9,Louisville,College/University,,,,,2195.0,341.0,6.436950146627566,235.0,152.0,1.5460526315789473,1916.0,371.0,5.164420485175202
956,Erick Dampier,1996,10,Mississippi State,College/University,,,,,6510.0,821.0,7.929354445797808,730.0,462.0,1.58008658008658,6312.0,878.0,7.189066059225513
957,Todd Fuller,1996,11,North Carolina State,College/University,,,,,774.0,153.0,5.0588235294117645,40.0,34.0,1.1764705882352942,622.0,180.0,3.4555555555555557
958,Vitaly Potapenko,1996,12,Wright State,College/University,,,,,3477.0,468.0,7.42948717948718,370.0,239.0,1.5481171548117154,2336.0,490.0,4.7673469387755105
977,Kobe Bryant,1996,13,Lower Merion,High School,,,,,32205.0,1286.0,25.042768273716952,6018.0,1243.0,4.841512469831054,6735.0,1275.0,5.2823529411764705
978,Peja Stojakovic,1996,14,P.A.O.K. B.C. (Greece),Other Team/Club,,,,,13257.0,772.0,17.172279792746114,1340.0,624.0,2.1474358974358974,3734.0,763.0,4.8938401048492794
959,Steve Nash,1996,15,Santa Clara,College/University,,,,,16126.0,1086.0,14.848987108655617,9645.0,1095.0,8.808219178082192,3397.0,1027.0,3.3076923076923075
960,Tony Delk,1996,16,Kentucky,College/University,,,,,4388.0,428.0,10.25233644859813,875.0,359.0,2.437325905292479,1202.0,394.0,3.050761421319797
979,Jermaine O'Neal,1996,17,Eau Claire,High School,,,,,12124.0,856.0,14.163551401869158,1221.0,569.0,2.145869947275923,6657.0,882.0,7.5476190476190474
961,John Wallace,1996,18,Syracuse,College/University,,,,,2637.0,296.0,8.908783783783784,259.0,165.0,1.5696969696969696,972.0,285.0,3.4105263157894736
962,Walter McCarty,1996,19,Kentucky,College/University,,,,,2807.0,382.0,7.348167539267016,622.0,320.0,1.94375,1409.0,419.0,3.3627684964200477
980,Zydrunas Ilgauskas,1996,20,LSU-Atletas (Lithuania),Other Team/Club,,,,,10278.0,776.0,13.244845360824742,888.0,491.0,1.8085539714867618,5913.0,788.0,7.503807106598985
963,Dontae' Jones,1996,21,Mississippi State,College/University,,,,,44.0,9.0,4.888888888888889,5.0,4.0,1.25,9.0,6.0,1.5
964,Roy Rogers,1996,22,Alabama,College/University,,,,,560.0,89.0,6.292134831460674,42.0,37.0,1.135135135135135,412.0,103.0,4.0
981,Efthimios Rentzias,1996,23,P.A.O.K. B.C. (Greece),Other Team/Club,,,,,52.0,17.0,3.0588235294117645,7.0,6.0,1.1666666666666667,25.0,16.0,1.5625
965,Derek Fisher,1996,24,Arkansas-Little Rock,College/University,,,,,10982.0,1233.0,8.906731549067315,3789.0,1179.0,3.213740458015267,2768.0,1128.0,2.4539007092198584
982,Martin Muursepp,1996,25,BC Kalev/Cramo (Estonia),Other Team/Club,,,,,338.0,54.0,6.2592592592592595,40.0,31.0,1.2903225806451613,154.0,51.0,3.019607843137255
966,Jerome Williams,1996,26,Georgetown,College/University,,,,,3463.0,463.0,7.479481641468682,432.0,271.0,1.5940959409594095,3375.0,505.0,6.683168316831683
967,Brian Evans,1996,27,Indiana,College/University,,,,,349.0,58.0,6.017241379310345,72.0,46.0,1.565217391304348,152.0,55.0,2.7636363636363637
968,Priest Lauderdale,1996,28,Peristeri B.C. (Greece),Other Team/Club,,,,,231.0,52.0,4.4423076923076925,30.0,21.0,1.4285714285714286,132.0,51.0,2.588235294117647
